company,subject,issue,expected_response,generated_response,strategy_used,expected_request_type,predicted_request_type,request_type_accuracy,expected_product_area,predicted_product_area,product_area_accuracy,expected_status,predicted_status,status_accuracy,retrieval_required,normalized_issue,normalized_subject,routing_reason,routing_confidence,latency,num_chunks,ragas_context_precision,ragas_context_recall,ragas_faithfulness,ragas_answer_correctness,ragas_answer_relevancy,billing_total_cost,billing_decision_cost,billing_embedding_cost,billing_retriever_cost,billing_generation_cost,billing_decision_input_tokens,billing_decision_output_tokens,billing_generation_input_tokens,billing_generation_output_tokens,billing_total_tokens
HackerRank,Test Active in the system,I notice that people I assigned the test in October of 2025 have not received new tests. How long do the tests stay active in the system.,"Hi,


Tests in HackerRank remain active indefinitely unless a start and end time are set. 
Without these, tests do not expire automatically.



To set expiration times, specify a start and end date/time in the test settings. After expiration:

Invited candidates cannot access the test.
The ""Invite"" button is disabled; no new invitations can be sent.


To check or change expiration settings:

Go to the test's Settings and select the General section.
Update the Start date & time and End date & time fields as needed.
To keep the test active indefinitely, clear these fields by clicking the clear icon (X).


If the test has an expiration set, adjust these settings to enable new invitations.","By default, test invitations remain active indefinitely unless a specific expiry date and time are set. You can define how long a test invitation remains active by setting a custom expiry date and time. After the test expires, invited candidates cannot access it, the Invite button will be disabled, and you will not be able to invite new candidates.

To set the expiration date:
1. Click the **Expiry** dropdown.
2. Select an expiry option from the list.
   - If you choose **Custom**, select the expiry date, time, and time zone, and then click **Save.**

Alternatively, you can define a start and end time (including time zone) to control when a test remains active. Candidates can only attempt the test during this active period. After the test expires, invited candidates cannot access the test, the Invite button is disabled, and you cannot invite new candidates.

Please refer to this support article for the detailed steps : https://support.hackerrank.com/articles/6027855406-inviting-candidates-to-a-test",google_gemini-2.5-flash-lite_hybrid_flashrank_5,product_issue,product_issue,1,screen,screen,1,Replied,Replied,1,True,How long do tests remain active in the system for users assigned in October 2025?,Test active duration in the system,"The user is asking a question about the duration tests remain active in the HackerRank system, which requires documentation retrieval.",0.95,18.102866000001086,5,0.9166666666361111,1.0,1.0,0.8202653477709916,0.7646141571806626,0.0004685,0.0,0.0,2e-05,0.0004485,0,0,3485,250,3735
None,,site is down & none of the pages are accessible,Escalate to a human,Escalate to a human,google_gemini-2.5-flash-lite_hybrid_flashrank_5,bug,bug,1,,,1,Escalated,Escalated,1,False,site is down & none of the pages are accessible,,Unsupported company: None.,1.0,2.5027339000080246,0,,,,,,0.000282,0.0,0.0,0.0,0.000282,0,0,2540,70,2610
HackerRank,"When should I create a variant versus
 have a different test?","I'm noticing that you all have many default versions of roles. (e.g. front end developer for react, angular, vue.js, etc.) What do you consider best practice 
for when to create a new test versus create a variant of the test? What are the advantages and disadvantages of using variants?","Hi,


Consider these guidelines when choosing between creating a new test or a variant:



When to Use Test Variants:

Create variants to adapt a single test to different candidate profiles, 
such as roles with different tech stacks (React, Angular, Vue.js).
Variants streamline assessments by showing candidates only relevant sections and generating role-specific reports.


Advantages of Test Variants:

Reduces the need to manage multiple tests, improving efficiency.
Decreases maintenance while allowing scalable personalization.
Ensures candidates are tested on relevant content.


Disadvantages and Limitations of Test Variants:

A test must have at least two variants to function; you cannot delete a variant if only two exist.
Variants without logic are hidden from candidates until logic is added.","Test variants allow you to create a single assessment that adapts to different candidate profiles, eliminating the need to manage separate tests and improving efficiency. You can design multiple variants within the same assessment to personalize the evaluation based on roles, skills, or other criteria. This makes it easy to assess candidates working with different tech stacks using a single, streamlined test setup. Candidates see only the sections relevant to them, and reports reflect just the variant they attempted, so insights stay clean, role-specific, and easy to evaluate. This reduces maintenance overhead while giving you the flexibility to personalize assessments at scale. Candidates now see helpful subtext for each test variant, giving them more context about the available options and helping make informed decisions before they attempt the test.

Please refer to this support article for the detailed steps : https://support.hackerrank.com/articles/7530103378-test-variants",google_gemini-2.5-flash-lite_hybrid_flashrank_5,product_issue,product_issue,1,screen,screen,1,Replied,Replied,1,True,"Customer is asking for best practices on when to create a new test versus create a variant of the test, and the advantages and disadvantages of using variants. They noticed many default versions of roles on HackerRank.",When to create a variant versus a different test,"Customer is asking for best practices on creating new tests versus variants in HackerRank, and the advantages/disadvantages of using variants. This requires product-specific documentation.",0.95,12.438752499991097,3,0.99999999995,0.75,0.9375,0.7200633308583322,0.7860627839527177,0.0005004000000000001,0.0,0.0,2e-05,0.0004804000000000001,0,0,3184,405,3589
HackerRank,"How to reinvite candidate to Hackerrank 
assessment and add extra time","Hi there

We have sent a candidate a Hackerrank assessment already, but we have been informed that they require extra time. As the assessment is 105 minutes, they need an extra 50% extra time added (so around 53 minutes) in addition.

Please can you provide step-by-step instruction on how we are to reinvite them.

Do we find their profile in 'Candidates' , put in Add time 53 minutes and then click 'reinvite' and send the email? The email to the candidate says 105 minutes as the duration though still so not sure how we can check?

Thanks","Log in to your HackerRank for Work account using your credentials.
Go to the Tests tab. 
Select the test you want to modify.
Go to the Candidates tab.
Select the checkbox next to the candidate(s) you want to accommodate time.
Click More > Add Time Accommodation. 
Enter the accommodation percentage in multiples of five.
Click Save. A success message appears.

Time accommodation can also be added before the invite has been sent. Please refer to this support article for the detailed steps : https://support.hackerrank.com/articles/4811403281-adding-extra-time-for-candidates","To reinvite a candidate and add extra time to their assessment, please follow these steps:

**Adding Time Accommodation (Before Candidate Starts Test):**
1. Log in to your HackerRank for Work account.
2. Navigate to the **Tests** tab.
3. Select the test you wish to modify.
4. Click **Invite**.
5. From the upper-right corner, select the **Time Accommodation** dropdown.
6. Choose a predefined percentage (25%, 50%, 75%, or 100%) or select **Custom**.
7. If selecting **Custom**, enter the desired percentage in multiples of five and click **Save**.
8. The system will update the invite template with the modified duration. You can then invite the candidate.

**Reinviting a Candidate:**
1. Log in to your HackerRank for Work account.
2. Go to the **Tests** tab.
3. Open the test from which you want to reinvite candidates.
4. Navigate to the **Candidates** tab.
5. Select the checkbox next to the candidate you wish to reinvite.
6. Click **Invite selected**.
7. In the **Send Test Invites** section, click **Send invite**.
8. A confirmation message will appear stating the candidate has already attempted the test. Click **Re-invite**.
9. Click **Send invite** to finalize the reinvitation.

After applying time accommodation, the updated duration will be reflected in the test invite email and on the test landing page before the candidate begins the test. For detailed instructions, please refer to the following support articles:
https://support.hackerrank.com/articles/4811403281-adding-extra-time-for-candidates
https://support.hackerrank.com/articles/1002936098-reinviting-candidates-to-a-test",google_gemini-2.5-flash-lite_hybrid_flashrank_5,product_issue,product_issue,1,screen,screen,1,Replied,Replied,1,True,"Customer needs step-by-step instructions on how to reinvite a candidate to a HackerRank assessment and add extra time (50% more, approximately 53 minutes). They are unsure if the process involves finding the candidate, adding time, reinviting, and how to verify the updated duration shown in the email.",How to reinvite candidate to HackerRank assessment and add extra time,Customer is asking for a how-to guide on modifying assessment time and reinviting a candidate on HackerRank.,0.95,14.850483899994288,3,0.5833333333041666,1.0,0.88,0.504027847359936,0.8555770388266337,0.0005569,0.0,0.0,2e-05,0.0005369,0,0,3521,462,3983
HackerRank,,"i signed up using google login on hackerrank community , so i do not have a separate hackerrank password. please delete my account","To delete your HackerRank account created via Google login, first set a password for your account, as Google login accounts do not have one by default.

Follow these steps to set a password and delete your account:

Go to the HackerRank login page and click ""Forgot your password?""
Enter the email linked to your Google login and follow the instructions to reset and set a new password.
Log in to your HackerRank account using the new password.
Click your profile icon in the top-right corner and select Settings.
Scroll to the Delete Accounts section.
Click Delete Account and follow the prompts, entering your new password to confirm.

Deleting your account will permanently remove all data and cannot be undone.","If you signed up for HackerRank Community using Google login, you do not have a separate HackerRank password. To delete your account, you must first set a password. Please follow the steps in the Resetting password documentation to set a password. Once a password is set, you can proceed with deleting your account by logging into the HackerRank Community, clicking the profile icon in the top-right corner, selecting Settings, scrolling to the Delete Accounts section, and clicking Delete Account. You will be asked to select a reason for deletion and then enter your account password to confirm. Please note that once an account is deleted, it cannot be recovered. If you cannot access your Google account or need further assistance, please contact HackerRank support at help@hackerrank.com.

https://help.hackerrank.com/articles/1917106962-manage-account-faqs
https://help.hackerrank.com/articles/5618101592-delete-an-account",google_gemini-2.5-flash-lite_hybrid_flashrank_5,product_issue,product_issue,1,community,community,1,Replied,Replied,1,True,"request to delete HackerRank account created via Google login, as no separate password exists",account deletion request,"User is requesting account deletion for HackerRank, which requires specific procedures or documentation.",0.9,12.752326199988602,5,0.6791666666496875,1.0,1.0,0.651244793080674,0.8286681443986689,0.0005350000000000001,0.0,0.0,2e-05,0.000515,0,0,3894,314,4208
Claude,,"One of my claude conversations has some private info, i forgot to make a temporary chat, is there anything
 else that can be done? like delete etc?","To delete an individual conversation:

1. Navigate to the conversation you want to delete.

2. Click on the name of the conversation at the top of the screen.

3. Select either ""Delete"" from the options that appear:



https://privacy.claude.com/en/articles/11117329-how-can-i-delete-or-rename-a-conversation","You can delete your conversations with Claude. To do so, please refer to the article on how to delete or rename a conversation. It is important to be mindful of sharing highly sensitive personal details such as financial information, health records, passwords, or confidential business documents in your chats. While safety classifiers may flag conversations for review, you can adjust your privacy and model improvement settings at any time. For detailed steps on managing your conversations, please visit: https://support.claude.com/en/articles/8230524-how-can-i-delete-or-rename-a-conversation",google_gemini-2.5-flash-lite_hybrid_flashrank_5,product_issue,product_issue,1,privacy,claude,0,Replied,Replied,1,True,customer wants to know how to delete private information from a claude conversation because they forgot to make a temporary chat.,claude conversation privacy,Customer is asking how to delete private information from a Claude conversation.,0.95,14.208171700011007,5,0.4166666666458333,0.4,1.0,0.4715810763381969,0.8518724659337824,0.00047430000000000004,0.0,0.0,2e-05,0.00045430000000000004,0,0,3723,205,3928
None,"Urgent, please help",What is the name of the actor in Iron Man?,"I am sorry, this is out of scope from my capabilities","I am sorry, this is out of scope from my capabilities",google_gemini-2.5-flash-lite_hybrid_flashrank_5,invalid,invalid,1,conversation_management,conversation_management,1,Replied,Replied,1,False,What is the name of the actor in Iron Man?,"Urgent, please help",Unsupported company: None.,1.0,2.3261250000214204,0,,,,,,0.0002876,0.0,0.0,0.0,0.0002876,0,0,2544,83,2627
Visa,,I bought Visa Traveller's Cheques from Citicorp and they were stolen in Lisbon last night. What do I do?,"Call the issuer (Citicorp) immediately. 
Freephone 1-800-645-6556 or collect 1-813-623-1709, Mon–Fri 6:30 am–2:30 pm EST. 

Automated cheque verification is available 24/7 in English/Spanish; outside Citicorp's hours your call is recorded and returned the next business day.

Have this info ready before you call, it's what the issuer will ask: cheque serial numbers, where and when you bought the cheques, how/when they were lost or stolen, and the issuer name (Citicorp). 

Refunds can typically be arranged within 24 hours, subject to T&Cs.
Notify the local police in Lisbon (Visa's safety guidance for lost/stolen cheques).
If you can't reach Citicorp, use Visa's traveller's-cheque contact form on visa.co.in.","If your Visa Traveller's Cheques are lost or stolen, you should notify the police. For assistance with lost or stolen cheques purchased from Citicorp, you can contact Citicorp directly:

- Freephone: 1-800-645-6556
- Collect: 1-813-623-1709
- Monday-Friday, 6:30 am to 2:30 pm EST

Automated cheque verification is available 24 hours a day, 7 days a week. If you need to speak to a customer service representative outside of these hours, your call will be recorded and responded to the next business day.

https://www.visa.co.in/support/consumer/travelers-cheques.html",google_gemini-2.5-flash-lite_hybrid_flashrank_5,product_issue,product_issue,1,travel_support,travel_support,1,Replied,Replied,1,True,What do I do after my Visa Traveller's Cheques were stolen?,Stolen Visa Traveller's Cheques,Customer is asking for a procedure to follow after their Visa Traveller's Cheques were stolen.,0.95,13.60194260001299,5,0.8333333332916666,0.7142857142857143,0.8888888888888888,0.7532161559908888,0.7709860343241318,0.0005300000000000001,0.0,0.0,2e-05,0.00051,0,0,3784,329,4113
Visa,Card stolen,Where can I report a lost or stolen Visa card from India?,"Call Visa India at 000-800-100-1219 to report a lost card. 

From anywhere else in the world, Visa's Global Customer Assistance Service is reachable 24/7 at +1 303 967 1090 and can block your card within ~30 minutes of being reported, plus arrange emergency cash and a replacement card","To report a lost or stolen Visa card from India, you can call Visa at 000-800-100-1219. You can also visit the [Lost or Stolen card](/support/consumer/lost-stolen-card.html) page on the Visa website. The support team can assist you with reporting and blocking your card, and may provide emergency services if applicable. Additionally, it is recommended to inform your bank or credit card company about your travel plans so they can update your contact information and avoid any unusual activity flags on your card. For lost or stolen cards while traveling, you can also call the Visa Global Customer Assistance Services (GCAS) number for the country you are visiting.

Please refer to this support article for the detailed steps : https://www.visa.co.in/support.html",google_gemini-2.5-flash-lite_hybrid_flashrank_5,product_issue,product_issue,1,general_support,general_support,1,Replied,Replied,1,True,Where can I report a lost or stolen Visa card from India?,Card stolen,Customer is asking for a procedure related to a Visa product.,0.95,12.532118400005857,3,0.0,0.5,0.7777777777777778,0.33567407792408177,0.8686675648439998,0.0004355,0.0,0.0,2e-05,0.0004155,0,0,3211,236,3447
None,,Thank you for helping me,Happy to help,Happy to help,google_gemini-2.5-flash-lite_hybrid_flashrank_5,invalid,invalid,1,,,1,Replied,Replied,1,False,Thank you for helping me,,Unsupported company: None.,1.0,2.8217088999808766,0,,,,,,0.0002835,0.0,0.0,0.0,0.0002835,0,0,2535,75,2610
